symbol,name,exchange,listing_date
CSM,PROSHARES LARGE CAP CORE PLUS ,BATS,14-07-2009
CSMD,CONGRESS SMID GROWTH ETF ,NYSE ARCA,22-08-2023
CSNR,CASINO RESOURCE CORP,NASDAQ,05-02-2025
CSPF,Cohen & Steers Preferred and Income Opportunities Active ETF,NYSE ARCA,05-02-2025
CSPI,CSP Inc,NASDAQ,27-03-1990
CSQ,Calamos Strategic Total Return Fund,NASDAQ,01-04-2004
CSR,Centerspace,NYSE,17-10-1997
CSRE,CSR plc ADS,NASDAQ,12-09-2011
CSTA,Constellation Acquisition Corp I Class A,NYSE,12-01-2024
CSTA-U,Constellation Acquisition Corp I Units each consisting of one Class A ordinary share and onethird of one redeemable warrant,NYSE,12-01-2024
CSTA-WS,Constellation Acquisition Corp I Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of 11.50,NYSE,12-01-2024
CSTE,Caesarstone Ltd,NASDAQ,22-03-2012
CSTL,Castle Biosciences Inc,NASDAQ,25-07-2019
CSTM,Constellium SE - Class A,NYSE,23-05-2013
CSV,Carriage Services Inc,NYSE,09-08-1996
CSWC,Capital Southwest Corp,NASDAQ,27-03-1990
CSWCZ,Capital Southwest Corp,NASDAQ,15-06-2023
CSWI,CSW Industrials Inc,NASDAQ,01-10-2015
CSX,CSX Corp,NASDAQ,03-11-1980
CTA,SIMPLIFY MANAGED FUTURES STRATEGY ETF ,NYSE ARCA,08-03-2022
CTA-P-A,EIDP Inc,NYSE,01-07-2002
CTA-P-B,EIDP Inc,NYSE,02-01-1998
CTAS,Cintas Corporation,NASDAQ,26-03-1990
CTBB,Qwest Corporation,NYSE,23-08-2016
CTBI,Community Trust Bancorp Inc,NASDAQ,17-05-1993
CTCX,Carmell Therapeutics Corp - Class A,NASDAQ,23-09-2021
CTCXW,Carmell Therapeutics Corporation Warrant,NASDAQ,17-07-2023
CTDD,Qwest Corporation,NYSE,28-04-2017
CTEC,GLOBAL X CLEANTECH ETF ,NASDAQ,29-10-2020
CTEST,,NYSE,25-07-2019
CTEX,PROSHARES S&P KENSHO CLEANTECH ETF ,NYSE ARCA,30-09-2021
CTGO,Contango Ore Inc,NYSE MKT,10-01-2011
CTHR,Charles & Colvard Ltd,NASDAQ,14-11-1997
CTKB,Cytek BioSciences Inc,NASDAQ,23-07-2021
CTLP,Cantaloupe Inc,NASDAQ,07-06-1999
CTM,Castellum Inc,NYSE MKT,22-09-2017
CTMX,CytomX Therapeutics Inc,NASDAQ,08-10-2015
CTNM,Contineum Therapeutics Inc - Class A,NASDAQ,05-04-2024
CTNT,Cheetah Net Supply Chain Service Inc - Class A,NASDAQ,01-08-2023
CTO,CTO Realty Growth Inc - New - New,NYSE,08-09-1992
CTO-P-A,CTO Realty Growth Inc,NYSE,29-06-2021
CTOR,Citius Oncology Inc,NASDAQ,08-12-2022
CTOS,Custom Truck One Source Inc,NYSE,20-03-2024
CTR,ClearBridge MLP and Midstream Total Return Fund Inc,NYSE,27-06-2012
CTRA,Coterra Energy Inc,NYSE,08-02-1990
CTRE,CareTrust REIT Inc,NYSE,29-05-2014
CTRI,Centuri Holdings Inc,NYSE,18-04-2024
CTRM,Castor Maritime Inc,NASDAQ,11-02-2019
CTRMV,Castor Maritime Inc,NASDAQ,03-03-2023
CTRN,Citi Trends Inc,NASDAQ,18-05-2005
CTS,CTS Corp,NYSE,05-11-1987
CTSH,Cognizant Technology Solutions Corp - Class A,NASDAQ,19-06-1998
CTSO,Cytosorbents Corp,NASDAQ,02-01-2013
CTVA,Corteva Inc,NYSE,24-05-2019
CTXR,Citius Pharmaceuticals Inc,NASDAQ,06-07-2017
CUB,Lionheart Holdings - Class A,NASDAQ,09-08-2024
CUBA,Herzfeld Caribbean Basin Fund Inc,NASDAQ,27-05-1994
CUBB,Customers Bancorp Inc,NYSE,23-12-2019
CUBE,CubeSmart,NYSE,22-10-2004
CUBI,Customers Bancorp Inc,NYSE,21-02-2012
CUBI-P-E,Customers Bancorp Inc FixedtoFloating Rate NonCumulative Perpetual Preferred Stock Series E,NYSE,02-05-2016
CUBI-P-F,Customers Bancorp Inc,NYSE,12-09-2016
CUBS,ASIAN GROWTH CUBS ETF ,NYSE ARCA,17-06-2021
CUBT,Curative Biotechnology Inc,NYSE MKT,20-09-2017
CUBWU,Lionheart Holdings - Units (1 Ord Class A & 1 War),NASDAQ,18-06-2024
CUBWW,Lionheart Holdings - Warrants (01/06/2031),NASDAQ,09-08-2024
CUE,Cue Biopharma Inc,NASDAQ,02-01-2018
CUK,Carnival plc,NYSE,23-10-2000
CULP,Culp Inc,NYSE,26-03-1990
CURB,Curbline Properties Corp,NYSE,26-09-2024
CURB-W,Curbline Properties Corp WhenIssued,NYSE,26-09-2024
CURE,DIREXION DAILY HEALTHCARE BULL 3X SHARES ,NYSE ARCA,15-06-2011
CURI,CuriosityStream Inc - Class A,NASDAQ,08-01-2020
CURIW,CuriosityStream Inc - Warrants (14/10/2025),NASDAQ,07-01-2020
CURR,Currenc Group Inc,NASDAQ,03-09-2024
CURV,Torrid Holdings Inc,NYSE,01-07-2021
CUT,INVESCO MSCI GLOBAL TIMBER ETF ,NYSE ARCA,09-11-2007
CUTR,Cutera Inc,NASDAQ,31-03-2004
CUZ,Cousins Properties Inc,NYSE,26-03-1990
CVAC,CureVac N.V.,NASDAQ,14-08-2020
CVAR,CULTIVAR ETF ,BATS,23-12-2021
CVBF,CVB Financial Corp,NASDAQ,17-03-1992
CVCO,Cavco Industries Inc,NASDAQ,01-07-2003
CVE,Cenovus Energy Inc,NYSE,17-11-2009
CVE-WS,Cenovus Energy Inc - Warrants (01/01/2026),NYSE,06-01-2021
CVEO,Civeo Corp,NYSE,19-05-2014
CVGI,Commercial Vehicle Group Inc,NASDAQ,09-08-2004
CVGW,Calavo Growers Inc,NASDAQ,22-07-2002
CVI,CVR Energy Inc,NYSE,23-10-2007
CVIE,CALVERT INTERNATIONAL RESPONSIBLE INDEX ETF ,NYSE ARCA,01-02-2023
CVII,Churchill Capital Corp VII - Class A,NASDAQ,05-04-2021
CVIIU,Churchill Capital Corp VII - Units (1 Ord Share Class A & 1/5 War),NASDAQ,12-02-2021
CVIIW,Churchill Capital Corp VII - Warrants (08/02/2029),NASDAQ,05-04-2021
CVKD,Cadrenal Therapeutics Inc,NASDAQ,20-01-2023
CVLC,CALVERT US LARGE-CAP CORE RESPONSIBLE INDEX ETF ,NYSE ARCA,01-02-2023
CVLG,Covenant Logistics Group Inc - Class A,NASDAQ,28-10-1994
CVLT,Commvault Systems Inc,NASDAQ,22-09-2006
CVM,Cel-Sci Corp,NYSE MKT,10-10-1991
CVMC,CALVERT US MID-CAP CORE RESPONSIBLE INDEX ETF ,NYSE ARCA,01-02-2023
CVNA,Carvana Co. - Class A,NYSE,28-04-2017
CVNY,YieldMax CVNA Option Income Strategy ETF,NYSE ARCA,30-01-2025
CVR,Chicago Rivet & Machine Company,NYSE MKT,28-02-1992
CVRD,MADISON COVERED CALL ETF ,NYSE ARCA,22-08-2023
CVRT,Calamos Convertible Equity Alternative ETF,NYSE ARCA,04-10-2023
CVRX,CVRx Inc,NASDAQ,30-06-2021
CVS,CVS Health Corp,NYSE,17-12-1984
CVSB,CALVERT ULTRA-SHORT INVESTMENT GRADE ETF ,NYSE ARCA,01-02-2023
CVSE,CALVERT US SELECT EQUITY ETF ,NYSE ARCA,01-02-2023
CVU,CPI Aerostructures Inc,NYSE,19-02-1993
CVV,CVD Equipment Corp,NASDAQ,01-03-1999
CVX,Chevron Corp,NYSE,02-01-1970
CVY,Invesco Zacks Multi-Asset Income ETF,NYSE ARCA,21-09-2006
CW,Curtiss-Wright Corp,NYSE,05-11-1987
CWAN,Clearwater Analytics Holdings Inc Class A,NYSE,24-09-2021
CWB,SPDR(R) BLOOMBERG CONVERTIBLE SECURITIES ETF ,NYSE ARCA,16-04-2009
CWBC,Community West Bancshares.,NASDAQ,08-03-1999
CWCO,Consolidated Water Co. Ltd,NASDAQ,01-06-1995
CWD,CaliberCos Inc - Class A,NASDAQ,17-05-2023
CWEB,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHARES ,NYSE ARCA,02-11-2016
CWEN,Clearway Energy Inc - Class C,NYSE,17-07-2013
CWEN-A,Clearway Energy Inc - Class A,NYSE,15-05-2015
CWH,Camping World Holdings Inc - Class A,NYSE,07-10-2016
CWI,SPDR(R) MSCI ACWI EX-US ETF ,NYSE ARCA,17-01-2007
CWK,Cushman & Wakefield plc,NYSE,02-08-2018
CWS,ADVISORSHARES FOCUSED EQUITY ETF ,NYSE ARCA,21-09-2016
CWST,Casella Waste Systems Inc - Class A,NASDAQ,29-10-1997
CWT,California Water Service Group,NYSE,26-03-1990
CX,Cemex S.A.B. De C.V.,NYSE,15-09-1999
CXAI,CXApp Inc - Class A,NASDAQ,04-02-2021
CXAIW,CXApp Inc - Warrants (14/03/2028),NASDAQ,04-02-2021
CXDO,Crexendo Inc,NASDAQ,04-01-2016
CXE,MFS High Income Municipal Trust,NYSE,30-06-1989
CXH,MFS Investment Grade Municipal Trust,NYSE,30-06-1989
CXM,Sprinklr Inc Class A,NYSE,23-06-2021
CXSE,WISDOMTREE CHINA EX-STATE-OWNED ENTERPRISES FUND ,NASDAQ,20-09-2012
CXT,Crane NXT Company,NYSE,01-11-1984
CXT-W,Crane NXT Co. ExDistribution WhenIssued,NYSE,29-03-2023
CXW,CoreCivic Inc,NYSE,15-07-1997
CYBN,Cybin Inc,NYSE MKT,13-09-2019
CYBR,CyberArk Software Ltd,NASDAQ,24-09-2014
CYCC,Cyclacel Pharmaceuticals Inc,NASDAQ,05-05-2004
CYCCP,Cyclacel Pharmaceuticals Inc,NASDAQ,30-11-2005
CYCN,Cyclerion Therapeutics Inc,NASDAQ,02-04-2019
CYCUW,Cycurion Inc Warrants,NASDAQ,18-02-2025
CYD,China Yuchai International,NYSE,19-12-1994
CYH,Community Health Systems Inc,NYSE,09-06-2000
CYN,Cyngn Inc,NASDAQ,20-10-2021
CYRX,CryoPort Inc,NASDAQ,02-01-2009
CYTH,Cyclo Therapeutics Inc - Class A,NASDAQ,23-02-2011
CYTHW,Cyclo Therapeutics Inc - Warrants (14/11/2025),NASDAQ,09-12-2020
CYTK,Cytokinetics Inc,NASDAQ,29-04-2004
CZA,Invesco Zacks Mid-Cap ETF,NYSE ARCA,03-04-2007
CZAR,THEMES NATURAL MONOPOLY ETF ,NASDAQ,13-12-2023
CZFS,Citizens Financial Services Inc,NASDAQ,02-01-2001
CZNC,Citizens & Northern Corp,NASDAQ,30-05-1996
CZR,Caesars Entertainment Inc,NASDAQ,22-09-2014
CZWI,Citizens Community Bancorp Inc MD,NASDAQ,30-03-2004
D,Dominion Energy Inc,NYSE,03-10-1984
DAC,Danaos Corporation,NYSE,16-10-2006
DADA,Dada Nexus Ltd,NASDAQ,05-06-2020
DAIO,Data io Corp,NASDAQ,26-03-1990
DAKT,Daktronics Inc,NASDAQ,10-02-1994
DAL,Delta Air Lines Inc,NYSE,03-05-2007
DALI,FIRST TRUST DORSEY WRIGHT DALI 1 ETF ,NASDAQ,15-05-2018
DALN,DallasNews Corporation - Class A,NASDAQ,11-02-2008
DAN,Dana Inc,NYSE,02-01-2008
DAO,Youdao Inc,NYSE,25-10-2019
DAPP,VANECK DIGITAL TRANSFORMATION ETF ,NASDAQ,14-04-2021
DAPR,FT VEST U.S. EQUITY DEEP BUFFER ETF - APRIL ,BATS,19-04-2021
DAR,Darling Ingredients Inc,NYSE,09-09-1994
DARE,Dare Bioscience Inc,NASDAQ,10-04-2014
DARP,GRIZZLE GROWTH ETF ,NYSE ARCA,28-08-2023
DASH,DoorDash Inc - Class A,NASDAQ,09-12-2020
DAT,PROSHARES BIG DATA REFINERS ETF ,NYSE ARCA,30-09-2021
DATS,DatChat Inc,NASDAQ,13-08-2021
DATSW,DatChat Inc - Warrants - Series A (13/08/2024),NASDAQ,13-08-2021
DAUG,FT VEST U.S. EQUITY DEEP BUFFER ETF - AUGUST ,BATS,07-11-2019
DAVA,Endava plc,NYSE,27-07-2018
DAVE,Dave Inc - Class A,NASDAQ,26-04-2021
DAVEW,Dave Inc - Warrants (05/01/2026),NASDAQ,28-04-2021
DAWN,Day One Biopharmaceuticals Inc,NASDAQ,27-05-2021
DAX,GLOBAL X DAX GERMANY ETF ,NASDAQ,23-10-2014
DAY,Ceridian HCM Holding Inc,NYSE,26-04-2018
DB,Deutsche Bank AG,NYSE,18-11-1996
DBA,Invesco DB Agriculture Fund,NYSE ARCA,05-01-2007
DBAW,XTRACKERS MSCI ALL WORLD EX US HEDGED EQUITY ETF ,NYSE ARCA,27-01-2014
DBB,Invesco DB Base Metals Fund,NYSE ARCA,05-01-2007
DBC,Invesco DB Commodity Index Tracking Fund,NYSE ARCA,06-02-2006
DBE,Invesco DB Energy Fund,NYSE ARCA,05-01-2007
DBEF,XTRACKERS MSCI EAFE HEDGED EQUITY ETF ,NYSE ARCA,09-06-2011
DBEH,IMGP DBI HEDGE STRATEGY ETF ,NYSE ARCA,18-12-2019
DBEM,XTRACKERS MSCI EMERGING MARKETS HEDGED EQUITY ETF ,NYSE ARCA,09-06-2011
DBEU,XTRACKERS MSCI EUROPE HEDGED EQUITY ETF ,NYSE ARCA,01-10-2013
DBEZ,XTRACKERS MSCI EUROZONE HEDGED EQUITY ETF ,NYSE ARCA,15-12-2014
DBGI,Digital Brands Group Inc,NASDAQ,14-05-2021
DBGIW,Digital Brands Group Inc - Warrants (01/05/2026),NASDAQ,14-05-2021
DBI,Designer Brands Inc - Class A,NYSE,29-06-2005
DBJP,XTRACKERS MSCI JAPAN HEDGED EQUITY ETF ,NYSE ARCA,09-06-2011
DBL,DoubleLine Opportunistic Credit Fund,NYSE,27-01-2012
DBMF,IMGP DBI MANAGED FUTURES STRATEGY ETF ,NYSE ARCA,08-05-2019
DBND,DOUBLELINE OPPORTUNISTIC CORE BOND ETF ,NYSE ARCA,05-04-2022
DBO,Invesco DB Oil Fund,NYSE ARCA,05-01-2007
DBP,Invesco DB Precious Metals Fund,NYSE ARCA,05-01-2007
DBRG,DigitalBridge Group Inc - Class A,NYSE,27-06-2014
DBRG-P-H,DigitalBridge Group Inc 7.125 Cum Red Perp Pfd Ser H,NYSE,22-06-2021
DBRG-P-I,DigitalBridge Group Inc 7.15 Cum Red Perp Pfd Ser I,NYSE,22-06-2021
DBRG-P-J,DigitalBridge Group Inc 7.125 Cum Red Perp Pfd Ser J,NYSE,22-06-2021
DBTX,Decibel Therapeutics Inc,NASDAQ,12-02-2021
DBVT,DBV Technologies,NASDAQ,22-10-2014
DBX,Dropbox Inc - Class A,NASDAQ,23-03-2018
DC,Dakota Gold Corp,NYSE MKT,05-04-2022
DC-WS,Dakota Gold Corp - Warrants (01/01/9999),NYSE MKT,31-08-2022
DCAP,Unity Wealth Partners Dynamic Capital Appreciation & Options ETF,NASDAQ,23-07-2024
DCBO,Docebo Inc,NASDAQ,16-04-2020
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc,NYSE,27-10-2017
DCGO,DocGo Inc,NASDAQ,05-11-2021
DCI,Donaldson Co. Inc,NYSE,18-06-1987
DCMT,DOUBLELINE COMMODITY STRATEGY ETF ,NYSE ARCA,01-02-2024
DCO,Ducommun Inc,NYSE,03-05-1973
DCOM,Dime Community Bancshares Inc,NASDAQ,12-01-1999
DCOMG,Dime Community Bancshares Inc 9.000 FixedtoFloating Rate Subordinated Notes due 2034,NASDAQ,02-07-2024
DCOMP,Dime Community Bancshares Inc,NASDAQ,30-01-2020
DCOR,DIMENSIONAL US CORE EQUITY 1 ETF ,NYSE ARCA,13-09-2023
DCPH,Deciphera Pharmaceuticals Inc,NASDAQ,28-09-2017
DCRE,DOUBLELINE COMMERCIAL REAL ESTATE ETF ,NYSE ARCA,04-04-2023
DCTH,Delcath Systems Inc,NASDAQ,02-05-2002
DD,DuPont de Nemours Inc,NYSE,02-01-1962
DDC,Dominion Diamond Corp,NYSE,22-06-1992
DDD,3D Systems Corp,NYSE,05-11-1990
DDEC,FT VEST U.S. EQUITY DEEP BUFFER ETF - DECEMBER ,BATS,21-12-2020
DDF,Delaware Investments Dividend and Income Fund Inc,NYSE,27-10-1994
DDI,DoubleDown Interactive Co Ltd,NASDAQ,31-08-2021
DDIV,FIRST TRUST DORSEY WRIGHT MOMENTUM & DIVIDEND ETF ,NASDAQ,11-03-2014
DDL,Dingdong (Cayman) Ltd,NYSE,29-06-2021
DDLS,WISDOMTREE DYNAMIC CURRENCY HEDGED INTERNATIONAL SMALLCAP EQUITY FUND ,BATS,07-01-2016
DDM,PROSHARES ULTRA DOW30 ,NYSE ARCA,21-06-2006
DDOG,Datadog Inc - Class A,NASDAQ,19-09-2019
DDS,Dillard`s Inc - Class A,NYSE,30-06-1989
DDT,Dillards Capital Trust I,NYSE,14-10-1998
DDWM,WISDOMTREE DYNAMIC CURRENCY HEDGED INTERNATIONAL EQUITY FUND ,BATS,04-02-2016
DE,Deere & Company,NYSE,01-06-1972
DEA,Easterly Government Properties Inc,NYSE,06-02-2015
DEC,,NYSE,18-12-2023
DECA,Denali Capital Acquisition Corp - Class A,NASDAQ,07-06-2022
DECAU,Denali Capital Acquisition Corp - Units (1 Ord Class A & 1 War),NASDAQ,07-04-2022
DECAW,Denali Capital Acquisition Corp - Warrants (28/03/2027),NASDAQ,31-05-2022
DECK,Deckers Outdoor Corp,NYSE,15-10-1993
DECO,SPDR Galaxy Digital Asset Ecosystem ETF,NASDAQ,10-09-2024
DECP,PGIM S&P 500 BUFFER 12 ETF - DECEMBER ,BATS,24-05-2024
DECT,ALLIANZIM U.S. LARGE CAP BUFFER10 DEC ETF ,NYSE ARCA,01-12-2022
DECW,ALLIANZIM U.S. LARGE CAP BUFFER20 DEC ETF ,NYSE ARCA,01-12-2022
DECZ,TRUESHARES STRUCTURED OUTCOME (DECEMBER) ETF ,BATS,01-12-2020
DEED,FIRST TRUST TCW SECURITIZED PLUS ETF ,NYSE ARCA,30-04-2020
DEEF,XTRACKERS FTSE DEVELOPED EX US MULTIFACTOR ETF ,NYSE ARCA,24-11-2015
DEEP,ACQUIRERS DEEP VALUE ETF ,NYSE ARCA,23-09-2014
DEFI,Hashdex Bitcoin Futures ETF,NYSE ARCA,03-01-2024
DEHP,DIMENSIONAL EMERGING MARKETS HIGH PROFITABILITY ETF ,NYSE ARCA,27-04-2022
DEI,Douglas Emmett Inc,NYSE,25-10-2006
DELL,Dell Technologies Inc - Class C,NYSE,21-12-2018
DEM,WisdomTree Emerging Markets High Dividend Fund,NYSE ARCA,13-07-2007
DEMZ,DEMOCRATIC LARGE CAP CORE ETF ,NASDAQ,03-11-2020
DENN,Denny`s Corp,NASDAQ,08-01-1998
DEO,Diageo plc,NYSE,13-05-1996
DERM,Journey Medical Corp,NASDAQ,12-11-2021
DES,WisdomTree U.S. SmallCap Dividend Fund,NYSE ARCA,16-06-2006
DESK,VANECK OFFICE AND COMMERCIAL REIT ETF ,NYSE ARCA,21-09-2023
DESP,Despegar.com Corp,NYSE,20-09-2017
DEUS,XTRACKERS RUSSELL US MULTIFACTOR ETF ,NYSE ARCA,24-11-2015
DEVS,DevvStream Corp,NASDAQ,07-11-2024
DEW,WISDOMTREE GLOBAL HIGH DIVIDEND FUND ,NYSE ARCA,16-06-2006
DEX,Delaware Enhanced Global Dividend & Income Fund,NYSE,26-07-2007
DFAC,DIMENSIONAL U.S. CORE EQUITY 2 ETF ,NYSE ARCA,14-06-2021
DFAE,DIMENSIONAL EMERGING CORE EQUITY MARKET ETF ,NYSE ARCA,02-12-2020
DFAI,DIMENSIONAL INTERNATIONAL CORE EQUITY MARKET ETF ,NYSE ARCA,18-11-2020
DFAR,DIMENSIONAL US REAL ESTATE ETF ,NYSE ARCA,24-02-2022
DFAS,DIMENSIONAL U.S. SMALL CAP ETF ,NYSE ARCA,14-06-2021
DFAT,DIMENSIONAL U.S. TARGETED VALUE ETF ,NYSE ARCA,14-06-2021
DFAU,DIMENSIONAL US CORE EQUITY MARKET ETF ,NYSE ARCA,18-11-2020
DFAW,DIMENSIONAL WORLD EQUITY ETF ,NYSE ARCA,27-09-2023
DFAX,DIMENSIONAL WORLD EX U.S. CORE EQUITY 2 ETF ,NYSE ARCA,13-09-2021
DFCA,DIMENSIONAL CALIFORNIA MUNICIPAL BOND ETF ,NYSE ARCA,27-06-2023
DFCF,DIMENSIONAL CORE FIXED INCOME ETF ,NYSE ARCA,16-11-2021
DFE,WISDOMTREE EUROPE SMALLCAP DIVIDEND FUND ,NYSE ARCA,16-06-2006
DFEB,FT VEST U.S. EQUITY DEEP BUFFER ETF - FEBRUARY ,BATS,24-02-2020
DFEM,DIMENSIONAL EMERGING MARKETS CORE EQUITY 2 ETF ,NYSE ARCA,27-04-2022
DFEN,DIREXION DAILY AEROSPACE & DEFENSE BULL 3X SHARES ,NYSE ARCA,03-05-2017
DFEV,DIMENSIONAL EMERGING MARKETS VALUE ETF ,NYSE ARCA,27-04-2022
DFFN,,NASDAQ,17-08-2023
DFGP,DIMENSIONAL GLOBAL CORE PLUS FIXED INCOME ETF ,NASDAQ,08-11-2023
DFGR,DIMENSIONAL GLOBAL REAL ESTATE ETF ,NYSE ARCA,07-12-2022
DFGX,DIMENSIONAL GLOBAL EX US CORE FIXED INCOME ETF ,NASDAQ,08-11-2023
DFH,Dream Finders Homes Inc - Class A,NYSE,21-01-2021
DFIC,DIMENSIONAL INTERNATIONAL CORE EQUITY 2 ETF ,BATS,24-03-2022
DFIN,Donnelley Financial Solutions Inc,NYSE,03-10-2016
DFIP,DIMENSIONAL INFLATION-PROTECTED SECURITIES ETF ,NYSE ARCA,16-11-2021
DFIS,DIMENSIONAL INTERNATIONAL SMALL CAP ETF ,BATS,24-03-2022
DFIV,DIMENSIONAL INTERNATIONAL VALUE ETF ,NYSE ARCA,13-09-2021
DFJ,WISDOMTREE JAPAN SMALLCAP DIVIDEND FUND ,NYSE ARCA,16-06-2006
DFLI,Dragonfly Energy Holdings Corp,NASDAQ,07-10-2022
DFLIW,Dragonfly Energy Holdings Corp - Warrants (10/07/2027),NASDAQ,24-08-2021
DFLV,DIMENSIONAL US LARGE CAP VALUE ETF ,NYSE ARCA,07-12-2022
DFND,SIREN DIVCON DIVIDEND DEFENDER ETF ,BATS,14-01-2016
DFNL,DAVIS SELECT FINANCIAL ETF ,BATS,12-01-2017
DFNM,DIMENSIONAL NATIONAL MUNICIPAL BOND ETF ,NYSE ARCA,16-11-2021
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,NYSE,24-05-2013
DFS,Discover Financial Services,NYSE,14-06-2007
DFSB,DIMENSIONAL GLOBAL SUSTAINABILITY FIXED INCOME ETF ,NYSE ARCA,16-11-2022
DFSD,DIMENSIONAL SHORT-DURATION FIXED INCOME ETF ,NYSE ARCA,16-11-2021
DFSE,DIMENSIONAL EMERGING MARKETS SUSTAINABILITY CORE 1 ETF ,NYSE ARCA,02-11-2022
DFSI,DIMENSIONAL INTERNATIONAL SUSTAINABILITY CORE 1 ETF ,NYSE ARCA,02-11-2022
DFSU,DIMENSIONAL US SUSTAINABILITY CORE 1 ETF ,NYSE ARCA,02-11-2022
DFSV,DIMENSIONAL US SMALL CAP VALUE ETF ,NYSE ARCA,24-02-2022
DFUS,DIMENSIONAL U.S. EQUITY ETF ,NYSE ARCA,14-06-2021
DFUV,DIMENSIONAL US MARKETWIDE VALUE ETF ,NYSE ARCA,09-05-2022
DFVE,DOUBLELINE FORTUNE 500 EQUAL WEIGHT ETF ,NYSE ARCA,01-02-2024
DFVX,DIMENSIONAL US LARGE CAP VECTOR ETF ,NYSE ARCA,02-11-2023
DG,Dollar General Corp,NYSE,13-11-2009
DGCB,DIMENSIONAL GLOBAL CREDIT ETF ,NASDAQ,08-11-2023
DGHI,Digihost Technology Inc,NASDAQ,15-11-2021
DGICA,Donegal Group Inc - Class A,NASDAQ,24-04-2001
DGICB,Donegal Group Inc - Class B,NASDAQ,26-03-1990
DGII,Digi International Inc,NASDAQ,26-03-1990
DGIN,VANECK DIGITAL INDIA ETF ,NYSE ARCA,17-02-2022
DGLY,Digital Ally Inc (New),NASDAQ,16-05-2007
DGNU,Dragoneer Growth Opportunities Corp III - Class A,NASDAQ,23-03-2021
DGNX,Diginex Ltd,NASDAQ,22-01-2025
DGP,Deutsche Bank AG London,NYSE ARCA,28-02-2008
DGRE,WISDOMTREE EMERGING MARKETS QUALITY DIVIDEND GROWTH FUND ,NASDAQ,01-08-2013
DGRO,ISHARES CORE DIVIDEND GROWTH ETF ,NYSE ARCA,12-06-2014
DGRS,WISDOMTREE U.S. SMALLCAP QUALITY DIVIDEND GROWTH FUND ,NASDAQ,25-07-2013
DGRW,WISDOMTREE U.S. QUALITY DIVIDEND GROWTH FUND ,NASDAQ,22-05-2013
DGS,WISDOMTREE EMERGING MARKETS SMALLCAP DIVIDEND FUND ,NYSE ARCA,30-10-2007
DGT,SPDR(R) GLOBAL DOW ETF ,NYSE ARCA,02-10-2000
DGX,Quest Diagnostics Inc,NYSE,26-12-1996
DGZ,Deutsche Bank AG London,NYSE ARCA,29-02-2008
DH,Definitive Healthcare Corp - Class A,NASDAQ,15-09-2021
DHAI,DIH Holding US Inc - Class A,NASDAQ,21-03-2022
DHAIW,DIH Holding US Inc - Warrants (07/02/2029),NASDAQ,21-03-2022
DHC,Diversified Healthcare Trust,NASDAQ,23-02-2000
DHCA,DHC Acquisition Corp - Class A,NASDAQ,28-04-2021
DHCNI,Diversified Healthcare Trust,NASDAQ,23-07-2012
DHCNL,Diversified Healthcare Trust,NASDAQ,22-02-2016
DHDG,FT Vest U.S. Equity Quarterly 2.5 to 15 Buffer ETF,BATS,21-10-2024
DHF,BNY Mellon High Yield Strategies Fund,NYSE,27-04-1998
DHI,D.R. Horton Inc,NYSE,05-06-1992
DHIL,Diamond Hill Investment Group Inc - Class A,NASDAQ,09-05-1997
DHR,Danaher Corp,NYSE,05-11-1987
DHS,WISDOMTREE U.S. HIGH DIVIDEND FUND ,NYSE ARCA,16-06-2006
DHT,DHT Holdings Inc,NYSE,13-10-2005
DHX,DHI Group Inc,NYSE,26-07-2007
DHY,Credit Suisse High Yield Bond Fund,NYSE MKT,29-07-1998
DIA,SPDR Dow Jones Industrial Average ETF,NYSE ARCA,20-01-1998
DIAL,COLUMBIA DIVERSIFIED FIXED INCOME ALLOCATION ETF ,NYSE ARCA,12-10-2017
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,NYSE,03-12-2014
DIBS,1stdibs.com Inc,NASDAQ,10-06-2021
DICE,DICE Therapeutics Inc,NASDAQ,15-09-2021
DIEM,FRANKLIN EMERGING MARKET CORE DIVIDEND TILT INDEX ETF ,NYSE ARCA,03-06-2016
DIG,PROSHARES ULTRA ENERGY ,NYSE ARCA,01-02-2007
DIHP,DIMENSIONAL INTERNATIONAL HIGH PROFITABILITY ETF ,BATS,24-03-2022
DIM,WISDOMTREE INTERNATIONAL MIDCAP DIVIDEND FUND ,NYSE ARCA,16-06-2006
DIN,Dine Brands Global Inc,NYSE,12-07-1991
DINO,HF Sinclair Corp,NYSE,17-03-1992
DINT,DAVIS SELECT INTERNATIONAL ETF ,BATS,02-03-2018
DIOD,Diodes Inc,NASDAQ,17-03-1992
DIPS,YieldMax Short NVDA Option Income Strategy ETF,NYSE ARCA,24-07-2024
DIS,Walt Disney Co (The),NYSE,02-01-1962
DISO,YieldMax DIS Option Income Strategy ETF,NYSE ARCA,25-08-2023
DIST,Distoken Acquisition Corp,NASDAQ,30-03-2023
DISTR,Distoken Acquisition Corp,NASDAQ,30-03-2023
DISTU,Distoken Acquisition Corp - Units (1 Ord Class A 1 Right & 1 War),NASDAQ,15-02-2023
